word,CEFR_level,pos
region,B1,noun
regional,B1,adjective
register,B1,noun
register,B1,verb
registration,B1,noun
regret,B2,noun
regret,A2,verb
regrettably,B2,adverb
regular,A2,adjective
regularly,A2,adverb
regulate,B2,verb
regulation,B1,noun
rehearsal,B2,noun
reinforce,B2,verb
reinforcement,B2,noun
reject,B1,verb
rejection,B2,noun
rejoin,B2,verb
relate,B1,verb
related,B2,adjective
relation,B1,noun
relationship,B1,noun
relative,B1,adjective
relative,B1,noun
relatively,B1,adverb
relativity,B2,noun
relax,A2,verb
relaxation,B2,noun
relaxed,A2,adjective
relaxing,B1,adjective
relay,B2,noun
release,A2,noun
release,B1,verb
relevant,B2,adjective
reliable,B1,adjective
relic,B2,noun
relief,B2,noun
relieve,B2,verb
relieved,B2,adjective
religion,B1,noun
religious,B1,adjective
reluctant,B2,adjective
rely,B1,verb
remain,A2,verb
remainder,B1,noun
remaining,B2,adjective
remains,B2,noun
remark,B2,noun
remark,B1,verb
remarkable,B1,adjective
remarkably,B2,adverb
remedy,B1,noun
remember,A1,verb
remembrance,B1,noun
remind,A2,verb
reminder,B2,noun
remote,A2,adjective
remote control,B1,noun
remove,B1,verb
renew,B1,verb
rent,A2,noun
rent,A2,verb
rental,B2,noun
reorganize/reorganise,B2,verb
repaint,B2,noun
repair,A2,noun
repair,A2,verb
repay,B1,verb
repeat,A1,verb
repeatedly,B1,adverb
repertoire,B2,noun
repetition,B2,noun
replace,A2,verb
replacement,B2,noun
replica,B2,noun
reply,A2,noun
reply,B1,verb
report,A2,noun
report,B1,verb
reporter,A1,noun
represent,A2,verb
representative,B1,noun
repress,B2,verb
repression,B2,noun
reprint,B2,noun
reproduce,B1,verb
reprove,B2,verb
republic,B1,noun
reputation,B1,noun
request,A2,noun
request,B1,verb
require,B1,verb
requirement,B1,noun
rescue,B1,noun
rescue,B1,verb
research,A2,noun
research,B2,verb
researcher,B1,noun
resemble,B1,verb
reservation,B1,noun
reserve,B1,noun
reserve,B1,verb
residence,B2,noun
resident,B1,adjective
resident,B2,noun
residential,B1,adjective
resign,B2,verb
resignation,B2,noun
resist,B1,verb
resistance,B2,noun
resolution,B2,noun
resolve,B1,verb
resonant,B2,adjective
resort,B1,noun
resource,B1,noun
respect,B1,noun
respect,B1,verb
respectable,B1,adjective
respectably,B2,adverb
respected,B2,adjective
respiration,B2,noun
respiratory,B2,adjective
respond,B1,verb
response,A2,noun
responsibility,B1,noun
responsible,B1,adjective
rest,B1,noun
rest,B1,verb
restaurant,A1,noun
restore,B1,verb
restrict,B1,verb
restriction,B2,noun
result,A1,noun
result,B1,verb
resume,B2,verb
retail,B1,noun
retailer,B2,noun
retain,B1,verb
retard,B2,verb
retell,B1,verb
retina,B2,noun
retire,A2,verb
retired,A2,adjective
retirement,B2,noun
retreat,B2,noun
retreat,B2,verb
retrieve,B2,verb
retrospect,B1,noun
return,A2,noun
return,A2,verb
reunification,B1,noun
reunify,B1,verb
reunion,A2,noun
reveal,A2,verb
revelation,B2,noun
revenge,B2,noun
revenue,B2,noun
reverence,B2,noun
reverse,B2,verb
review,A1,noun
review,B2,verb
revise,B1,verb
revision,B1,noun
revival,B2,noun
revive,B2,verb
revolution,B2,noun
revolutionary,B2,adjective
revolutionize/revolutionise,B2,verb
revolve,B2,verb
reward,B1,noun
reward,B2,verb
rewrite,B1,verb
rhinoceros,B2,noun
rhyme,B2,verb
rhythm,A2,noun
rhythmic,B2,adjective
rib,B2,noun
ribbon,A1,noun
rice,A1,noun
rich,A1,adjective
rid,B1,verb
riddle,B2,noun
riddle,B1,verb
ride,A1,noun
ride,A1,verb
rider,B2,noun
ridge,B2,noun
ridiculous,B1,adjective
right,A1,adjective
right,A1,adverb
right,A2,noun
righteousness,B2,noun
right-hand,A2,adjective
rightly,B2,adverb
rim,B2,noun
ring,A2,noun
ring,A1,verb
rip,B2,verb
ripe,B1,adjective
rise,B1,noun
rise,B1,verb
risk,B1,noun
risk,B2,verb
risky,B2,adjective
rite,B2,noun
ritual,B2,noun
rival,B2,noun
river,A1,noun
road,A2,noun
roadside,B1,noun
roam,B2,noun
roar,B2,verb
roast,B2,adjective
roast,A2,verb
rob,A2,verb
robbery,A2,noun
robin,A2,noun
robot,B1,noun
rock,A2,noun
rock,B2,verb
rocket,B2,noun
rocky,B2,adjective
role,A1,noun
roll,A2,noun
roll,B2,verb
rolling,B1,adjective
romance,A2,noun
romantic,A2,adjective
roof,A2,noun
room,A1,noun
room,B1,verb
roommate,B2,noun
root,A2,noun
rope,A2,noun
rose,A1,noun
rosy,B2,adjective
rotten,B1,adjective
rough,B1,adjective
roughly,A2,adverb
round,B1,adjective
round,A2,adverb
round,B1,noun
round,B2,preposition
round,B2,verb
roundabout,A2,noun
route,B2,noun
routine,B1,noun
row,A1,noun
row,B2,verb
royal,A2,adjective
royalty,B2,noun
rub,B2,verb
rubber,B1,noun
rubbish,B1,noun
rubble,B2,noun
rude,A1,adjective
rudely,B1,adverb
rug,B2,noun
rugby,A2,noun
ruin,B1,noun
ruin,A2,verb
ruinous,B2,adjective
rule,A1,noun
rule,B2,verb
ruler,A1,noun
rumor/rumour,A2,noun
run,A1,noun
run,A1,verb
runaway,B1,noun
runner,A2,noun
running,A2,noun
runway,B1,noun
rural,B2,adjective
rush,A2,noun
rush,B1,verb
rush hour,B2,noun
rusty,B2,adjective
's,A1,be-verb
sack,B2,verb
sacred,B1,adjective
sad,A1,adjective
sadly,A2,adverb
sadness,B1,noun
safari,B1,noun
safe,A2,adjective
safeguard,B1,noun
safeguard,B2,verb
safely,B1,adverb
safety,B1,noun
sag,B2,noun
sage,B2,noun
sail,B2,verb
sailing,A2,noun
sailor,A1,noun
sake,A2,noun
salad,A1,noun
salary,B2,noun
sale,A1,noun
salesman,B1,noun
salesmanship,B2,noun
salesperson,B2,noun
saleswoman,B2,noun
salmon,B1,noun
salon,B2,noun
salsa,B2,noun
salt,A2,noun
salty,B2,adjective
same,A1,adjective
same,A1,adverb
same,A1,pronoun
sample,A2,noun
sand,B1,noun
sandal,B1,noun
sandstone,B2,noun
sandwich,A1,noun
sandy,A2,adjective
sanitary,B2,adjective
sanitation,B2,noun
satellite,B1,noun
satisfaction,B1,noun
satisfactory,B2,adjective
satisfied,B1,adjective
satisfy,A2,verb
saturday,A1,noun
sauce,A2,noun
saucepan,B1,noun
saucer,B1,noun
sausage,A2,noun
save,A1,verb
saving/savings,B2,noun
saw,A1,noun
saw,B2,verb
say,B2,noun
say,A1,verb
scale,A2,noun
scan,B1,noun
scan,B2,verb
scandal,B2,noun
scar,B2,noun
scarcely,B2,adverb
scare,B1,verb
scared,B1,adjective
scarf,A2,noun
scarlet,B2,noun
scary,B1,adjective
scatter,B1,verb
scene,A2,noun
scenery,A2,noun
scenic,B1,adjective
scent,B2,noun
schedule,A2,noun
schedule,B2,verb
scheduled,B2,adjective
scheme,B2,noun
scholar,B1,noun
scholarship,B1,noun
scholasticism,B2,noun
school,A1,noun
schoolchild,A2,noun
schoolgirl,B2,noun
schoolmate,B1,noun
schoolteacher,B1,noun
schoolwork,A2,noun
science,A1,noun
science fiction,B1,noun
scientific,A2,adjective
scientifically,B2,adverb
scientist,A1,noun
scissors,A2,noun
scold,B1,verb
scooter,B2,noun
scope,B1,noun
score,B1,noun
score,B1,verb
scramble,B2,verb
scratch,B1,noun
scratch,B2,verb
scream,A2,noun
scream,B1,verb
screen,A2,noun
screen,B2,verb
screw,A2,noun
screw,B2,verb
scribble,B2,noun
script,A2,noun
scrooge,B2,noun
scuba,B2,noun
sculpture,B1,noun
scythe,B2,noun
sea,A1,noun
seafood,A2,noun
seal,B2,noun
search,A2,noun
search,B1,verb
seaside,A2,noun
season,B1,noun
seasonal,B2,adjective
seat,A1,noun
seawater,B1,noun
seaweed,B1,noun
second,A1,adjective
second,B1,adverb
second,A2,noun
second,A2,pronoun
second person,B2,noun
secondary,B2,adjective
secondary school,B1,noun
second-hand,B1,adjective
second-hand,B1,adverb
secondly,B2,adverb
secret,B1,adjective
secret,A2,noun
secretary,A2,noun
secretly,B1,adverb
section,A1,noun
sector,B2,noun
secure,B1,adjective
security,B1,noun
see,A1,verb
seed,A2,noun
seek,A2,verb
seem,A2,verb
seesaw,B2,noun
segment,B2,noun
seize,B1,verb
seldom,B2,adverb
select,B1,adjective
select,B2,verb
selection,B1,noun
self,A1,noun
self-confidence,B2,noun
self-confident,B2,adjective
selfish,B1,adjective
selfless,B2,adjective
self-service,B1,adjective
sell,A1,verb
seller,B2,noun
semester,A2,noun
semicolon,B2,noun
semi-final,B2,noun
seminar,B2,noun
senator,B2,noun
send,A2,verb
senior,A2,adjective
senior,A2,noun
sensation,B1,noun
sense,A2,noun
sense,B2,verb
sensible,B2,adjective
sensitive,B2,adjective
sentence,A1,noun
sentence,B2,verb
separate,A2,adjective
separate,B2,verb
separately,B2,adverb
separation,B1,noun
september,A1,noun
sequence,B1,noun
serene,B2,adjective
serial,B2,adjective
series,B1,noun
serious,B1,adjective
seriously,A2,adverb
servant,B2,noun
serve,A2,verb
server,B1,noun
service,B1,noun
service,B1,verb
session,B1,noun
set,A2,noun
set,A1,verb
setback,B2,noun
setting,B1,noun
settle,B1,verb
settlement,B1,noun
settler,B1,noun
seven,A1,number
seventeen,A1,number
seventy,A1,number
several,A2,determiner
several,A2,pronoun
severe,B1,adjective
severely,B1,adverb
sew,A2,verb
sex,B1,noun
sexism,B2,noun
sexual,B2,adjective
sexy,B2,adjective
shabby,B2,adjective
shade,A2,noun
shadow,A2,noun
shadow,B1,verb
shadowy,B1,adjective
shake,A1,noun
shake,B1,verb
shaken,B2,adjective
shakespearean,B2,adjective
shaky,B2,adjective
shall,A2,modal auxiliary
shallow,B1,adjective
shame,B1,noun
shameful,B1,adjective
shampoo,A2,noun
shape,A2,noun
shape,B1,verb
share,A2,noun
share,A1,verb
sharp,B1,adjective
sharp,B2,adverb
sharply,B2,adverb
shatter,B2,verb
shave,B1,verb
she,A1,pronoun
shed,B2,noun
sheep,A1,noun
sheer,B1,adjective
sheet,B1,noun
shelf,A1,noun
shell,A2,noun
shell,B2,verb
shelter,B1,noun
sheriff,B1,noun
shield,B2,noun
shift,B2,noun
shift,B1,verb
shine,A2,verb
shiny,B1,adjective
ship,A1,noun
ship,B1,verb
shipping,B2,noun
shipwreck,B2,noun
shirt,A1,noun
shiver,B1,verb
shock,A2,noun
shock,B2,verb
shocked,B1,adjective
shocking,B1,adjective
shoe,A1,noun
shoot,A2,verb
shooting,B2,noun
shop,A1,noun
shop,B1,verb
shop assistant,A2,noun
shopkeeper,B2,noun
shoplift,B2,verb
shoplifter,B2,noun
shoplifting,B2,noun
shopper,B1,noun
shopping,A1,noun
shore,A2,noun
short,A1,adjective
short,A1,adverb
short/shorts,A2,noun
shortage,B1,noun
shortly,B1,adverb
shortness,B2,noun
short-term,B2,adjective
shot,A2,noun
should,A1,modal auxiliary
shoulder,A1,noun
shout,A2,noun
shout,B1,verb
show,A2,noun
show,A1,verb
showbiz,B2,noun
showcase,B2,noun
shower,A1,noun
shower,B2,verb
shrimp,B1,noun
shrink,B2,noun
shrink,B2,verb
shrug,B2,verb
shut,B1,adjective
shut,A2,verb
shy,A1,adjective
sick,A1,adjective
sickness,B1,noun
side,A1,noun
sidewalk,B1,noun
sigh,B1,noun
sigh,B2,verb
sight,A1,noun
sightseeing,A2,noun
sign,A1,noun
sign,B1,verb
signal,B1,noun
signature,B1,noun
significance,B1,noun
significant,A2,adjective
significantly,B2,adverb
signify,B2,verb
signpost,B1,noun
silence,A2,noun
silent,B1,adjective
silently,A2,adverb
silk,B1,noun
silly,A2,adjective
silver,A2,adjective
silver,A2,noun
silverware,B2,noun
similar,A2,adjective
similarity,B1,noun
similarly,B1,adverb
simple,A2,adjective
simplification,B2,noun
simplify,B1,verb
simply,A2,adverb
simultaneous,B2,adjective
simultaneously,B1,adverb
since,B2,adverb
since,B1,conjunction
since,A2,preposition
sincere,B2,adjective
sincerity,B2,noun
sing,A1,verb
singer,A1,noun
singing,A2,noun
single,A2,adjective
single,B1,noun
singular,A2,adjective
singular,A2,noun
sink,A2,noun
sink,B1,verb
sir,A1,noun
sister,A1,noun
sister-in-law,B2,noun
sit,A1,verb
site,A1,noun
sitting room,A2,noun
situation,A2,noun
six,A1,number
sixteen,A1,number
sixty,A1,number
size,A1,noun
skate,A2,noun
skate,B1,verb
skateboard,B2,noun
skateboarder,B2,noun
skateboarding,A2,noun
skating,A2,noun
skeleton,B1,noun
sketch,B2,verb
ski,A2,noun
ski,B1,verb
skiing,A2,noun
skill,A1,noun
skilled,B2,adjective
skillful/skilful,B2,adjective
skillfully/skilfully,B2,adverb
skim,B2,verb
skin,B1,noun
skip,B2,verb
skirt,A1,noun
sky,A1,noun
skylark,B2,noun
skyscraper,B1,noun
skyward/skywards,B2,adverb
slam,B2,verb
slang,B2,noun
slap,B2,noun
slap,B2,verb
slash,B2,noun
slaughter,B2,noun
slave,A2,noun
slavery,B1,noun
sleep,B1,noun
sleep,A1,verb
sleepless,A2,adjective
sleepy,A2,adjective
sleeve,B1,noun
slice,A2,noun
slice,B2,verb
slide,A2,noun
slide,B2,verb
slight,B2,adjective
slight,B1,noun
slightly,B1,adverb
slim,A2,adjective
slip,B1,noun
slip,B1,verb
sliver,B2,noun
slogan,B1,noun
slope,B1,noun
sloppy,B2,adjective
slot,B1,noun
slow,A1,adjective
slow,B1,adverb
slow,B1,verb
slowly,A2,adverb
small,A1,adjective
smart,A1,adjective
smash,B2,verb
smell,A1,noun
smell,B1,verb
smile,A1,noun
smile,B1,verb
smith,A1,noun
smoke,A1,noun
smoke,A2,verb
smoker,B1,noun
smokestack,B2,noun
smoking,A1,noun
smooth,A2,adjective
smoothly,A2,adverb
snack,A2,noun
snake,A1,noun
snap,B2,verb
sneak,B2,verb
sneer,B2,noun
sneeze,B1,noun
sneeze,B2,verb
sniff,B2,verb
snore,B2,noun
snore,B2,verb
snow,A1,noun
snow,A2,verb
snowball,B2,noun
snowboard,B1,noun
snowboarding,A2,noun
snowstorm,B1,noun
snowy,A1,adjective
so,A2,adverb
so,A1,conjunction
soak,B2,noun
soak,B2,verb
soaked,B2,adjective
soaking,B2,adjective
soap,A2,noun
soap opera,B1,noun
soar,B2,verb
sob,B2,verb
so-called,B2,adjective
soccer,A1,noun
sociable,B2,adjective
social,A1,adjective
social networking,B1,noun
socialize/socialise,B2,verb
socially,B1,adverb
society,A2,noun
sock,A2,noun
soda,A2,noun
sofa,A1,noun
soft,A2,adjective
soft drink,A2,noun
softly,A2,adverb
softness,B2,noun
software,A2,noun
soil,B2,noun
soil,B1,verb
solar,B2,adjective
soldier,A2,noun
solid,B1,adjective
solidity,B2,noun
soliloquy,B2,noun
solo,B2,adjective
solo,B2,adverb
solo,B2,noun
solution,A2,noun
solve,A1,verb
solvent,B2,noun
some,A1,determiner
some,A1,pronoun
somebody,A2,pronoun
someday,A2,adverb
somehow,B1,adverb
someone,A1,pronoun
someplace,B1,adverb
something,A1,pronoun
sometime,B1,adverb
sometimes,B1,adverb
somewhat,B2,adverb
somewhere,A2,adverb
son,A1,noun
song,A1,noun
son-in-law,B2,noun
sonnet,B2,noun
soon,A1,adverb
soothe,B1,verb
sophisticated,B2,adjective
sophomore,B1,noun
sore,B1,adjective
sorrow,B1,noun
sorry,A1,adjective
sort,B1,noun
sort,B2,verb
soul,B1,noun
sound,B2,adjective
sound,A2,noun
sound,A2,verb
soundtrack,B2,noun
soup,A1,noun
sour,B1,adjective
source,A2,noun
south,A2,adjective
south,A2,adverb
south,A2,noun
southeast,B1,adjective
southeast,B1,noun
southern,B1,adjective
southward/southwards,B2,adverb
southwest,B1,adjective
southwest,B1,noun
souvenir,B1,noun
soviet,B2,noun
soybean,B2,noun
spa,B2,noun
space,A2,noun
spaceship,A2,noun
spaghetti,A2,noun
span,B2,verb
spare,B2,adjective
spare,B2,verb
sparerib,B2,noun
spark,B2,noun
sparkle,B1,noun
sparkling,B2,adjective
sparrow,B2,noun
speak,A1,verb
speaker,A2,noun
special,A1,adjective
specialist,B1,noun
specialize/specialise,B1,verb
specially,B1,adverb
specialty,B2,noun
species,B2,noun
specific,A2,adjective
specifically,B2,adverb
specify,B2,verb
spectacle,B2,noun
spectacular,B1,adjective
spectator,B1,noun
speech,A1,noun
speed,A2,noun
speed,B1,verb
speeder,B2,noun
spell,A1,noun
spell,A2,verb
spellbound,B2,adjective
spelling,B1,noun
spend,A1,verb
sphere,B1,noun
spice,B1,noun
spicy,B1,adjective
spider,B1,noun
spill,A2,verb
spin,B2,verb
spinach,B1,noun
spiral,B1,adjective
spirit,B1,noun
spiritual,B1,adjective
spite,B2,noun
splash,B2,noun
splash,A2,verb
splatter,B2,noun
split,A2,adjective
split,B1,noun
split,B2,verb
spoil,B1,verb
spokesman,B2,noun
spokeswoman,B2,noun
sponge,B1,noun
sponsor,B1,noun
sponsor,B2,verb
spoon,A2,noun
sport,A1,noun
sports,B1,adjective
sports center/sports centre,A2,noun
sportsmanship,B1,noun
spot,A1,noun
spot,B2,verb
spray,B2,noun
spray,B2,verb
spread,A2,noun
spread,B2,verb
spreadsheet,B2,noun
spring,A1,noun
sprint,B2,noun
spur,B2,noun
spy,A1,noun
squad,B2,noun
square,A2,adjective
square,A2,noun
squash,B2,noun
squash,B2,verb
squeeze,B2,verb
stab,B2,verb
stability,B2,noun
stable,B1,adjective
stack,B2,noun
stadium,A2,noun
staff,A2,noun
stage,A1,noun
stagger,B2,noun
stain,B2,noun
stain,B2,verb
stair,A2,noun
stake,B2,noun
stall,B1,noun
stammer,B2,verb
stamp,A2,noun
stamp,B2,verb
stand,A1,noun
stand,A2,verb
standard,B2,adjective
standard,B1,noun
standby,B2,adjective
standstill,B2,noun
stanza,B2,noun
star,A1,noun
star,B1,verb
stare,B1,verb
start,A1,noun
start,A1,verb
startle,B2,verb
starvation,B2,noun
starve,B2,verb
starving,B2,adjective
state,B2,adjective
state,A2,noun
state,B2,verb
statement,A2,noun
statesman,B2,noun
statewide,B2,adverb
station,A1,noun
statistics,B2,noun
statue,A2,noun
status,B1,noun
stay,B1,noun
stay,A1,verb
steadily,B1,adverb
steady,B1,adjective
steak,A2,noun
steal,A2,verb
steam,B1,noun
steel,B1,noun
steely,B2,adjective
steep,B1,adjective
steer,B2,verb
steering wheel,B2,noun
stem,B1,verb
step,A2,noun
step,A1,verb
stepfather,B2,noun
stepmother,B2,noun
stereotype,B2,noun
stern,B2,adjective
stew,B2,noun
stick,B2,noun
stick,B1,verb
sticker,B1,noun
sticky,B1,adjective
stiff,B2,adjective
still,A1,adjective
still,A2,adverb
stimulant,B2,noun
stimulate,B2,verb
stimulation,B2,noun
stingy,B2,adjective
stink,B2,verb
stir,B1,verb
stitch,B2,noun
stock,B2,noun
stock market,B2,noun
stockpile,B2,noun
stomach,A2,noun
stomachache,A2,noun
stone,A1,noun
stonework,B2,noun
stool,B2,noun
stop,A1,noun
stop,A1,verb
stopover,B2,noun
stopwatch,B2,noun
storage,B1,noun
store,A1,noun
store,B2,verb
storm,A2,noun
stormy,B1,adjective
story/storey,A1,noun
storyteller,B1,noun
stove,A2,noun
straight,A2,adjective
straight,A1,adverb
straighten,B2,verb
straightforward,B2,adjective
strain,B1,noun
strain,B2,verb
strait,B2,noun
strand,B2,noun
strange,A1,adjective
strangely,B1,adverb
stranger,A2,noun
strangle,B2,verb
strategic,B1,adjective
strategy,A2,noun
straw,B1,noun
strawberry,B1,noun
stream,B1,noun
stream,B1,verb
street,A1,noun
strength,A2,noun
strengthen,B1,verb
stress,B1,noun
stress,B2,verb
stressed,B1,adjective
stressful,B1,adjective
stretch,B1,verb
stricken,B1,adjective
strict,A1,adjective
strictly,B2,adverb
stride,B2,verb
strike,A2,noun
strike,B1,verb
striking,B2,adjective
string,A2,noun
strip,B1,noun
strip,B2,verb
stripe,B1,noun
strive,B2,verb
stroke,B2,noun
stroke,B2,verb
strong,A1,adjective
strongly,A2,adverb
structure,A2,noun
struggle,B1,noun
struggle,B2,verb
stubborn,B1,adjective
stubbornly,B2,adverb
stuck,B1,adjective
student,A1,noun
studio,B1,noun
study,A2,noun
study,A1,verb
stuff,A2,noun
stuff,B2,verb
stuffed,B1,adjective
stumble,B1,verb
stun,B1,verb
stunning,B1,adjective
stupid,B1,adjective
style,A2,noun
stylish,B1,adjective
stylist,B2,noun
subconscious,B1,adjective
subcontinent,B2,noun
subculture,B2,noun
subdivision,B2,noun
subject,A1,noun
subjunctive,B2,noun
submarine,B1,noun
submit,B2,verb
subplot,B2,noun
subside,B2,verb
substance,B2,noun
substantial,B1,adjective
substitute,B1,noun
substitute,B2,verb
subtitle,B2,noun
subtle,B2,adjective
subtract,B2,verb
suburb,B2,noun
subway,A1,noun
succeed,A2,verb
success,A2,noun
successful,A1,adjective
successfully,A2,adverb
successive,B2,adjective
such,A2,determiner
such,A2,pronoun
suck,B2,verb
sudden,A2,adjective
suddenly,B1,adverb
sue,B2,verb
suffer,B1,verb
suffering,B2,noun
sufficient,B1,adjective
sufficiently,B2,adverb
suffix,B1,noun
sugar,A1,noun
suggest,A2,verb
suggestion,A1,noun
suicide,B1,noun
suit,A2,noun
suit,A2,verb
suitable,A2,adjective
suitably,B2,adverb
suitcase,A2,noun
sulfur/sulphur,B2,noun
sum,A1,noun
summarize/summarise,B1,verb
summary,A2,noun
summer,A1,noun
summit,B1,noun
sun,A1,noun
sunbathe,B1,verb
sunbeam,B2,noun
sunday,A1,noun
sundial,B1,noun
sunflower,A2,noun
sunglasses,A2,noun
sunlight,A2,noun
sunny,A1,adjective
sunrise,B1,noun
sunset,B1,noun
sunshine,A1,noun
super,A1,adjective
superb,B2,adjective
superintendent,B2,noun
superior,B1,adjective
superlative,A2,noun
supermarket,A1,noun
supernatural,B2,adjective
superstar,A2,noun
superstition,B1,noun
supervise,B2,verb
supervision,B2,noun
supervisor,B2,noun
supper,A2,noun
supplement,B2,noun
supplier,B2,noun
supply,B1,noun
supply,B2,verb
support,A2,noun
support,B1,verb
supporter,B1,noun
supportive,B1,adjective
suppose,B1,verb
supposedly,B1,adverb
suppress,B2,verb
sure,A1,adjective
sure,A2,adverb
surely,B1,adverb
surf,A1,noun
surf,A2,verb
surface,B1,noun
surfing,A2,noun
surge,B2,noun
surgeon,B1,noun
surgery,B1,noun
surname,A2,noun
surprise,A1,noun
surprise,B1,verb
surprised,A2,adjective
surprising,A2,adjective
surprisingly,B1,adverb
surrender,B2,verb
surround,B1,verb
surrounding,B1,adjective
surroundings,B2,noun
surveillance,B2,noun
survey,A1,noun
survival,B1,noun
survive,A2,verb
survivor,B1,noun
suspect,B1,noun
suspect,B2,verb
suspend,B2,verb
suspicion,B1,noun
suspicious,B2,adjective
suspiciously,B2,adverb
sustain,B2,verb
swallow,A2,verb
swan,B2,noun
swarm,B1,noun
swear,B1,verb
sweat,B1,noun
sweat,A2,verb
sweater,A2,noun
sweatshirt,B1,noun
sweep,B2,verb
sweet,A1,adjective
sweet,A2,noun
sweetheart,A2,noun
swell,B1,verb
swift,B2,adjective
swim,A1,noun
swim,A1,verb
swimmer,B1,noun
swimming,A1,noun
swimming costume,A2,noun
swimming pool,A1,noun
swimsuit,A2,noun
swing,B2,noun
swing,B2,verb
switch,B1,noun
switch,B1,verb
swollen,B1,adjective
sword,B1,noun
syllable,B2,noun
symbol,A2,noun
symbolic,B2,adjective
sympathetic,B2,adjective
sympathize/sympathise,B2,verb
sympathy,B1,noun
symphony,A2,noun
symptom,B1,noun
syndrome,B1,noun
synonym,B2,noun
system,A2,noun
systematic,B1,adjective
table,A1,noun
table tennis,A2,noun
tablecloth,B2,noun
tablespoon,A2,noun
tablet,B1,noun
tabloid,B2,adjective
tabloid,B2,noun
tack,B2,verb
tackle,B2,verb
tactile,B2,adjective
tag,B2,noun
tail,B2,noun
take,B1,noun
take,A1,verb
takeaway,B1,noun
takeoff/take-off,B1,noun
tale,B1,noun
talent,A2,noun
talented,B1,adjective
talk,B1,noun
talk,A1,verb
talkative,B1,adjective
tall,A1,adjective
tame,B2,adjective
tan,B2,noun
tank,B1,noun
tanned,B2,adjective
tap,A2,noun
tap,B2,verb
tape,A2,noun
tape,B1,verb
target,A2,noun
task,A2,noun
taste,B1,noun
taste,B1,verb
tasteless,B1,adjective
tasty,B1,adjective
tatter,B2,noun
tattoo,B2,noun
taunt,B2,noun
tax,B1,noun
taxi,A1,noun
tea,A1,noun
teach,A1,verb
teacher,A1,noun
teaching,B1,noun
team,A1,noun
teammate,B1,noun
teamwork,B1,noun
tear,A2,noun
tear,B1,verb
tease,B1,noun
tease,B2,verb
teaspoon,B2,noun
technical,B2,adjective
technically,B2,adverb
technique,B1,noun
technological,B1,adjective
technology,A1,noun
teen,B1,noun
teenage,A2,adjective
teenager,A2,noun
telecommunications,B1,noun
telegram,B1,noun
telephone,A1,noun
telephone,A2,verb
telescope,B2,noun
television,A1,noun
tell,A1,verb
teller,B1,noun
temper,B1,noun
temperate,B2,adjective
temperature,A2,noun
temple,A1,noun
temporarily,B2,adverb
temporary,B1,adjective
tempt,B1,verb
temptation,B2,noun
ten,A1,number
tend,B1,verb
tendency,B1,noun
tender,B2,adjective
tenderly,B2,adverb
tenderness,B2,noun
tennis,A1,noun
tense,B1,adjective
tense,B1,noun
tension,B1,noun
tent,B1,noun
term,B1,noun
terminal,B1,noun
terrace,B2,noun
terrible,A1,adjective
terribly,B1,adverb
terrific,B1,adjective
terrified,B1,adjective
terrify,A2,verb
terrifying,B2,adjective
territory,B2,noun
terror,B1,noun
terrorism,B1,noun
terrorist,A2,adjective
terrorist,B1,noun
test,A1,noun
test,B2,verb
testify,B2,verb
testimony,B2,noun
text,A2,noun
text,A2,verb
text message,A2,noun
textbook,A2,noun
than,A1,conjunction
than,A1,preposition
thank,A1,verb
thankful,B1,adjective
thanks,A1,noun
that,B2,adverb
that,A1,conjunction
that,A1,determiner
that,A1,pronoun
the,A1,determiner
theater/theatre,A1,noun
theft,B1,noun
their,A1,determiner
theirs,A2,pronoun
them,A1,pronoun
theme,B2,noun
themselves,A2,pronoun
then,A1,adverb
theorist,B2,noun
theory,B1,noun
therapist,B2,noun
therapy,B2,noun
there,A1,adverb
thereafter,B2,adverb
therefore,A2,adverb
thermometer,B2,noun
these,A1,determiner
these,A1,pronoun
thesis,B2,noun
they,A1,pronoun
thick,A1,adjective
thickly,B2,adverb
thickness,B2,noun
thief,A2,noun
thigh,B2,noun
thin,A1,adjective
thing,A1,noun
think,A1,verb
thinker,B2,noun
third,A2,adjective
third person,B2,noun
thirdly,B2,adverb
thirst,B2,noun
thirst,B1,verb
thirsty,A2,adjective
thirteen,A1,number
thirty,A1,number
this,A1,determiner
this,A1,pronoun
thorough,B1,adjective
thoroughly,B2,adverb
those,A1,determiner
those,A1,pronoun
though,B2,adverb
though,A2,conjunction
thought,A2,noun
thoughtful,B2,adjective
thoughtless,B2,adjective
thousand,A2,number
thread,B2,noun
threat,B1,noun
threaten,B2,verb
threatening,B1,adjective
three,A1,number
thrill,B2,noun
thrilled,B2,adjective
thriller,B1,noun
thrilling,B2,adjective
throat,B2,noun
through,B1,adverb
through,A1,preposition
throughout,B1,preposition
throw,A1,noun
throw,A2,verb
thumb,B1,noun
thump,B1,verb
thunder,B1,noun
thunderous,B1,adjective
thunderstorm,A2,noun
thursday,A1,noun
thus,B1,adverb
tick,B1,noun
tick,B1,verb
ticket,A1,noun
tickle,B2,verb
tide,B1,noun
tidy,A2,adjective
tidy,A2,verb
tie,A2,noun
tie,B1,verb
tiger,A1,noun
tight,A1,adjective
tight,B2,adverb
tighten,B1,verb
tightly,B1,adverb
tightrope,B2,noun
tights,A2,noun
tile,B1,noun
till,B1,conjunction
till,A2,preposition
time,A1,noun
time,B2,verb
